Id,Predicted
65014,578.5|432.4
65015,537.4|274.2
65016,257.7|259.4
65017,328.7|426.2
65018,402.8|566.2
65019,342.0|579.8
65020,566.9|456.4
65021,569.4|428.4
65022,241.5|535.2
65023,591.9|274.7
65024,369.0|367.3
65025,246.7|262.7
65026,556.7|584.7
65027,359.8|220.4
65028,349.0|243.2
65029,244.2|453.7
65030,545.1|246.0
65031,298.5|341.1
65032,462.1|363.1
65033,341.4|228.0
65034,346.6|277.5
65035,453.7|322.8
65036,272.3|445.2
65037,498.5|458.1
65038,242.8|390.8
65039,383.3|423.4
65040,339.8|579.3
65041,568.8|468.1
65042,220.8|503.0
65043,252.1|583.8
65044,369.6|365.9
65045,289.2|272.5
65046,344.8|225.3
65047,233.4|268.0
65048,574.6|519.8
65049,215.2|393.0
65050,513.0|481.4
65051,587.8|212.0
65052,406.6|378.6
65053,380.9|498.0
65054,240.3|220.3
65055,289.1|384.3
65056,531.0|350.9
65057,374.1|485.7
65058,208.6|588.2
65059,247.4|433.9
65060,345.2|238.4
65061,413.3|465.3
65062,377.2|365.4
65063,287.0|371.2
65064,358.5|217.4
65065,542.1|272.3
65066,276.3|288.4
65067,467.2|556.3
65068,468.9|247.7
65069,544.0|272.7
65070,283.5|328.0
65071,535.0|515.9
65072,548.3|586.0
65073,355.4|323.2
65074,228.1|484.2
65075,447.2|236.4
65076,239.6|508.6
65077,515.9|538.2
65078,228.7|269.4
65079,466.9|344.0
65080,587.0|211.7
65081,413.7|566.2
65082,576.6|209.0
65083,416.8|592.9
65084,379.9|576.9
65085,378.4|576.6
65086,271.2|360.9
65087,398.1|468.6
65088,208.4|241.5
65089,478.1|242.3
65090,231.0|479.6
65091,283.9|467.9
65092,446.8|413.1
65093,433.2|508.4
65094,446.4|511.6
65095,401.9|367.4
65096,217.6|573.2
65097,418.2|415.8
65098,390.8|268.0
65099,205.7|232.7
65100,344.6|232.4
65101,425.8|569.3
65102,335.6|328.1
65103,428.7|455.2
65104,394.3|565.8
65105,208.9|591.0
65106,481.0|332.7
65107,470.1|330.8
65108,363.7|234.0
65109,252.5|561.4
65110,476.4|280.2
65111,422.8|591.9
65112,364.3|595.6
65113,471.5|573.1
65114,282.1|493.9
65115,240.4|593.9
65116,425.9|255.0
65117,358.2|334.7
65118,224.0|592.9
65119,468.5|222.0
65120,241.9|338.6
65121,293.7|290.0
65122,521.0|499.1
65123,536.9|522.9
65124,266.1|286.3
65125,349.9|224.3
65126,508.8|459.6
65127,369.4|384.4
65128,394.8|463.2
65129,539.0|455.1
65130,559.8|372.1
65131,481.1|236.6
65132,282.8|473.7
65133,527.2|585.0
65134,229.0|468.0
65135,343.3|328.6
65136,400.6|312.8
65137,347.6|451.0
65138,424.2|238.2
65139,229.1|579.1
65140,578.5|457.1
65141,574.0|398.7
65142,273.6|366.6
65143,221.7|399.9
65144,468.2|351.2
65145,275.1|318.8
65146,535.1|461.3
65147,439.6|220.0
65148,554.5|327.1
65149,577.9|337.7
65150,278.3|247.0
65151,222.2|282.6
65152,334.5|376.7
65153,465.9|422.3
65154,301.9|376.1
65155,273.8|278.3
65156,244.5|293.0
65157,354.0|349.2
65158,522.6|439.4
65159,426.9|298.2
65160,586.7|360.3
65161,264.6|436.7
65162,434.5|489.4
65163,590.0|263.6
65164,475.2|326.6
65165,342.8|246.5
65166,228.6|362.5
65167,449.2|372.3
65168,345.3|449.7
65169,427.1|450.5
65170,430.2|592.3
65171,405.4|459.3
65172,360.1|581.9
65173,380.8|248.9
65174,461.0|356.1
65175,242.1|476.7
65176,343.6|418.2
65177,253.7|358.9
65178,419.9|452.0
65179,231.6|589.7
65180,273.5|352.1
65181,573.5|435.5
65182,365.7|225.7
65183,263.3|419.5
65184,336.5|229.5
65185,595.6|388.8
65186,311.5|431.1
65187,229.5|537.2
65188,521.5|441.3
65189,444.0|446.0
65190,376.1|480.1
65191,303.9|398.6
65192,590.9|308.2
65193,268.2|212.8
65194,434.0|269.0
65195,255.5|566.9
65196,219.1|327.8
65197,391.0|292.1
65198,595.9|556.1
65199,293.6|372.5
65200,474.8|368.0
65201,429.2|331.4
65202,438.8|506.6
65203,390.9|297.3
65204,224.6|486.1
65205,545.4|274.8
65206,439.4|583.2
65207,448.5|453.6
65208,417.8|581.5
65209,336.7|522.2
65210,466.7|527.4
65211,256.4|221.0
65212,247.5|236.3
65213,283.5|334.8
65214,331.6|337.8
65215,349.5|345.2
65216,416.2|283.6
65217,352.6|238.6
65218,557.8|475.9
65219,268.0|392.0
65220,588.0|542.3
65221,455.2|396.0
65222,440.2|437.9
65223,432.9|406.3
65224,301.4|345.8
65225,367.7|398.6
65226,541.4|424.2
65227,233.1|425.1
65228,232.8|321.3
65229,479.8|367.0
65230,534.8|278.3
65231,526.0|357.7
65232,372.3|493.5
65233,292.9|446.9
65234,243.3|549.5
65235,230.9|318.5
65236,271.8|395.6
65237,223.4|486.6
65238,365.8|241.0
65239,532.5|545.4
65240,390.5|269.9
65241,283.8|330.8
65242,538.6|516.0
65243,279.0|544.8
65244,513.3|529.0
65245,407.3|555.6
65246,252.6|481.8
65247,417.1|394.5
65248,544.8|538.2
65249,572.5|413.5
65250,471.2|367.9
65251,438.2|563.5
65252,413.5|369.1
65253,514.8|441.7
65254,465.5|213.2
65255,341.0|317.7
65256,572.6|370.3
65257,431.5|229.9
65258,467.8|351.1
65259,447.5|378.7
65260,362.0|590.2
65261,215.9|441.5
65262,258.1|216.7
65263,204.5|234.4
65264,424.5|322.8
65265,591.5|376.4
65266,572.0|592.0
65267,324.1|393.5
65268,284.1|358.8
65269,287.2|446.6
65270,225.3|421.2
65271,215.4|311.3
65272,254.0|273.2
65273,558.7|285.4
65274,566.3|274.4
65275,534.9|482.6
65276,315.0|406.9
65277,391.8|566.4
65278,278.2|360.5
65279,437.6|373.0
65280,577.3|510.7
65281,590.9|354.5
65282,212.8|334.9
65283,442.8|508.9
65284,477.3|315.5
65285,436.2|403.4
65286,593.6|274.7
65287,422.3|205.9
65288,461.4|510.8
65289,448.1|587.3
65290,477.6|220.8
65291,384.4|595.2
65292,262.6|522.5
65293,354.6|394.9
65294,467.1|222.0
65295,212.2|521.5
65296,550.6|231.5
65297,230.5|309.9
65298,569.5|409.2
65299,537.2|300.0
65300,268.2|299.5
65301,266.5|579.2
65302,336.0|217.7
65303,205.9|338.4
65304,577.6|512.1
65305,431.5|433.0
65306,323.6|413.5
65307,362.5|222.0
65308,255.0|432.6
65309,475.4|235.9
65310,458.9|260.2
65311,572.2|304.8
65312,251.2|283.0
65313,349.3|419.2
65314,359.8|237.7
65315,582.7|518.8
65316,519.8|505.2
65317,444.1|507.7
65318,536.3|486.0
65319,469.4|227.2
65320,477.2|295.4
65321,438.5|573.0
65322,469.7|466.5
65323,565.3|594.3
65324,458.3|412.0
65325,269.1|261.7
65326,467.0|549.6
65327,358.8|223.7
65328,206.8|515.0
65329,363.1|285.5
65330,265.8|440.2
65331,391.7|390.8
65332,385.8|330.8
65333,384.6|271.5
65334,593.2|369.3
65335,254.9|549.1
65336,214.2|306.8
65337,266.5|283.3
65338,566.2|408.2
65339,419.5|587.1
65340,207.2|253.0
65341,336.2|323.7
65342,361.9|381.7
65343,204.2|311.0
65344,383.5|473.4
65345,593.9|357.5
65346,331.0|433.0
65347,429.2|216.0
65348,483.5|220.8
65349,305.5|388.2
65350,213.2|470.1
65351,557.8|248.9
65352,261.7|272.5
65353,581.5|354.9
65354,430.1|395.8
65355,463.6|326.3
65356,275.8|495.1
65357,538.7|508.5
65358,380.9|287.6
65359,283.7|440.7
65360,354.4|460.3
65361,517.8|451.4
65362,526.1|547.6
65363,413.0|299.1
65364,258.9|322.3
65365,408.4|439.8
65366,267.0|343.0
65367,271.1|359.0
65368,367.2|290.0
65369,432.6|508.7
65370,301.7|356.7
65371,345.6|225.5
65372,478.3|316.9
65373,392.6|214.0
65374,283.6|418.9
65375,404.5|565.7
65376,231.7|286.7
65377,212.6|261.5
65378,377.7|236.8
65379,278.0|468.0
65380,366.1|490.3
65381,448.5|447.5
65382,305.2|427.6
65383,315.7|400.8
65384,206.2|342.8
65385,279.0|243.9
65386,218.5|441.7
65387,311.9|409.9
65388,375.0|272.5
65389,245.3|284.1
65390,425.5|369.8
65391,431.7|396.8
65392,484.0|279.9
65393,219.8|254.5
65394,448.0|505.1
65395,390.9|477.6
65396,233.9|452.1
65397,359.5|455.7
65398,506.8|524.4
65399,376.7|227.0
65400,343.0|396.7
65401,417.3|388.3
65402,334.3|213.3
65403,546.8|233.1
65404,476.4|354.9
65405,390.3|481.5
65406,222.8|256.0
65407,591.8|335.2
65408,539.0|543.3
65409,360.3|213.7
65410,437.4|400.5
65411,457.5|470.9
65412,442.1|445.1
65413,517.7|446.3
65414,436.1|323.1
65415,592.8|212.8
65416,281.6|227.9
65417,442.2|505.7
65418,352.5|372.3
65419,341.9|245.6
65420,452.2|367.8
65421,526.1|353.7
65422,333.9|207.1
65423,250.7|390.2
65424,470.2|323.0
65425,470.8|281.0
65426,473.5|461.9
65427,448.8|274.4
65428,500.5|451.6
65429,366.3|371.9
65430,399.3|463.8
65431,434.7|294.1
65432,409.4|583.5
65433,592.7|580.9
65434,258.6|583.4
65435,370.2|214.2
65436,283.3|253.3
65437,204.4|231.7
65438,410.2|217.8
65439,260.4|256.8
65440,215.0|498.4
65441,594.1|468.5
65442,385.2|506.9
65443,426.7|236.2
65444,529.7|333.5
65445,305.3|405.6
65446,267.7|549.7
65447,392.4|259.2
65448,524.8|335.2
65449,242.1|388.8
65450,402.5|334.7
65451,212.2|589.7
65452,331.2|561.2
65453,462.4|466.3
65454,468.8|214.6
65455,456.5|328.9
65456,434.4|330.7
65457,583.3|248.8
65458,595.7|275.8
65459,394.2|507.6
65460,591.3|457.8
65461,478.7|369.2
65462,339.9|323.8
65463,459.6|377.2
65464,392.2|568.7
65465,415.2|279.3
65466,369.2|531.6
65467,545.9|515.7
65468,417.7|206.9
65469,344.7|330.6
65470,220.0|301.3
65471,277.2|284.7
65472,215.2|396.6
65473,452.9|470.3
65474,354.6|457.9
65475,272.8|315.8
65476,539.8|265.3
65477,520.2|499.9
65478,468.7|287.8
65479,529.4|560.9
65480,377.6|262.3
65481,539.5|581.0
65482,495.0|283.6
65483,440.6|453.4
65484,223.5|259.2
65485,547.7|251.4
65486,358.1|364.9
65487,457.8|423.5
65488,547.8|582.4
65489,365.5|281.3
65490,555.1|237.1
65491,428.4|373.6
65492,535.0|416.4
65493,450.6|360.1
65494,591.8|215.9
65495,305.0|439.2
65496,475.7|506.3
65497,530.5|524.4
65498,435.5|377.9
65499,332.3|338.3
65500,218.3|309.7
65501,573.2|492.0
65502,508.2|475.5
65503,527.2|351.4
65504,245.7|552.0
65505,522.9|544.8
65506,371.8|365.7
65507,282.9|577.0
65508,473.8|356.4
65509,244.8|287.6
65510,281.2|241.2
65511,387.9|317.6
65512,532.6|334.5
65513,252.4|414.3
65514,393.1|593.6
65515,502.6|451.1
65516,286.2|440.2
65517,363.9|215.4
65518,577.1|513.9
65519,550.8|300.7
65520,402.4|556.8
65521,347.3|240.9
65522,576.8|465.5
65523,227.6|479.0
65524,270.8|473.6
65525,373.3|235.2
65526,439.8|390.5
65527,304.8|391.5
65528,356.0|516.8
65529,551.3|278.6
65530,336.4|420.5
65531,347.2|530.0
65532,535.4|321.2
65533,526.5|528.6
65534,527.7|439.5
65535,461.9|333.5
65536,481.4|357.8
65537,545.6|354.5
65538,226.5|565.0
65539,518.9|485.3
65540,470.9|495.9
65541,291.8|529.9
65542,270.0|460.9
65543,406.0|585.2
65544,458.1|370.6
65545,447.3|581.6
65546,445.6|442.4
65547,360.3|343.0
65548,422.9|302.5
65549,232.3|463.2
65550,371.2|581.1
65551,541.0|458.0
65552,352.2|318.1
65553,405.8|499.0
65554,395.8|320.4
65555,414.4|339.0
65556,327.6|427.6
65557,261.2|430.7
65558,456.5|241.6
65559,211.2|494.3
65560,385.9|322.4
65561,532.0|459.9
65562,460.6|341.1
65563,436.8|363.4
65564,472.1|292.2
65565,310.9|318.9
65566,224.0|514.4
65567,453.1|533.6
65568,427.1|229.2
65569,268.3|287.6
65570,225.5|324.5
65571,458.1|428.2
65572,414.7|270.7
65573,297.5|345.0
65574,428.7|259.7
65575,273.5|400.5
65576,533.1|586.0
65577,207.0|337.0
65578,417.0|366.5
65579,388.1|381.7
65580,463.1|221.4
65581,250.8|583.6
65582,228.0|567.7
65583,412.0|569.9
65584,272.2|281.4
65585,207.7|337.0
65586,299.1|322.2
65587,553.6|286.2
65588,290.2|383.1
65589,431.1|346.2
65590,358.3|589.7
65591,545.7|250.9
65592,457.8|462.4
65593,404.7|508.8
65594,388.3|291.5
65595,582.4|317.8
65596,350.2|333.7
65597,341.6|310.7
65598,355.9|336.7
65599,592.5|348.5
65600,588.5|300.4
65601,346.7|307.6
65602,223.0|267.8
65603,341.8|518.4
65604,274.8|333.5
65605,204.7|541.2
65606,358.9|264.4
65607,370.3|577.2
65608,447.0|315.5
65609,541.9|370.5
65610,408.4|542.0
65611,364.6|281.6
65612,354.0|545.2
65613,408.6|360.9
65614,287.5|327.0
65615,268.6|578.7
65616,305.2|394.8
65617,449.3|443.9
65618,467.3|566.2
65619,418.9|250.3
65620,229.0|416.3
65621,487.1|481.1
65622,245.4|450.1
65623,250.9|431.9
65624,349.7|429.0
65625,559.1|582.9
65626,453.9|509.8
65627,337.0|441.1
65628,540.5|296.1
65629,293.6|423.3
65630,586.8|431.4
65631,525.3|587.3
65632,582.4|312.6
65633,586.5|429.2
65634,459.4|460.6
65635,545.4|532.1
65636,241.2|270.2
65637,466.4|395.8
65638,392.6|505.8
65639,398.0|585.7
65640,218.7|481.3
65641,234.5|425.1
65642,282.2|275.1
65643,304.6|424.7
65644,550.9|592.1
65645,218.8|307.6
65646,452.5|446.9
65647,207.8|265.8
65648,239.1|394.9
65649,348.3|393.8
65650,368.0|352.2
65651,401.3|367.6
65652,376.9|489.5
65653,466.6|556.2
65654,442.9|549.5
65655,542.9|287.9
65656,469.0|322.5
65657,377.0|578.2
65658,439.4|582.2
65659,208.3|504.8
65660,355.9|381.8
65661,538.4|328.6
65662,367.7|344.9
65663,529.9|358.2
65664,462.8|217.7
65665,558.8|268.7
65666,432.0|477.2
65667,574.8|208.8
65668,340.5|322.3
65669,243.4|505.5
65670,347.0|346.6
65671,461.1|321.1
65672,417.3|581.2
65673,249.0|411.5
65674,352.1|235.9
65675,355.9|225.6
65676,214.8|400.8
65677,584.4|376.0
65678,411.6|358.9
65679,410.3|412.6
65680,288.5|488.4
65681,440.7|578.3
65682,450.3|444.2
65683,452.2|580.8
65684,290.3|492.0
65685,284.9|533.9
65686,465.2|458.1
65687,431.4|370.6
65688,344.5|560.8
65689,360.5|440.7
65690,415.5|590.4
65691,221.4|573.0
65692,353.3|274.1
65693,540.4|366.5
65694,324.6|426.5
65695,238.2|582.4
65696,229.6|361.8
65697,386.1|278.7
65698,210.8|282.1
65699,208.2|252.1
65700,339.9|584.8
65701,528.8|421.0
65702,549.4|521.9
65703,239.9|559.1
65704,346.0|555.9
65705,552.0|559.1
65706,206.6|586.8
65707,230.9|407.6
65708,476.0|357.8
65709,364.1|375.4
65710,583.3|358.9
65711,404.0|508.3
65712,500.1|239.2
65713,258.7|408.0
65714,531.4|275.5
65715,575.9|212.3
65716,593.9|270.5
65717,204.8|469.3
65718,571.7|453.1
65719,379.5|386.4
65720,253.2|257.9
65721,314.7|362.0
65722,384.5|351.0
65723,512.0|517.8
65724,391.6|274.1
65725,217.4|524.2
65726,423.8|354.4
65727,565.8|425.9
65728,214.3|413.5
65729,243.8|428.3
65730,242.1|336.2
65731,388.9|289.5
65732,213.9|207.3
65733,577.7|241.4
65734,324.5|359.5
65735,473.7|249.5
65736,479.1|479.6
65737,464.9|409.0
65738,415.1|568.9
65739,518.3|437.8
65740,551.1|544.9
65741,374.0|592.4
65742,362.8|209.2
65743,535.9|338.0
65744,537.0|301.3
65745,276.8|582.0
65746,465.3|222.6
65747,402.5|552.1
65748,272.8|561.4
65749,229.8|206.8
65750,533.7|587.6
65751,260.0|366.2
65752,353.5|484.1
65753,483.4|477.4
65754,217.9|475.2
65755,531.2|441.4
65756,340.8|233.5
65757,551.5|558.7
65758,269.9|322.5
65759,244.9|392.3
65760,287.6|290.3
65761,429.1|497.5
65762,254.7|290.6
65763,393.3|235.3
65764,307.1|338.4
65765,440.1|346.9
65766,461.2|339.9
65767,561.0|210.3
65768,398.5|206.8
65769,257.1|276.1
65770,421.0|574.6
65771,458.8|273.3
65772,433.5|328.3
65773,281.1|246.0
65774,558.1|286.1
65775,574.1|452.2
65776,257.0|288.5
65777,422.6|269.7
65778,425.8|492.1
65779,230.4|273.2
65780,406.2|210.8
65781,226.0|582.9
65782,260.2|373.1
65783,221.3|595.9
65784,378.8|556.4
65785,537.2|297.5
65786,454.2|275.6
65787,278.3|337.7
65788,253.2|561.1
65789,408.7|418.8
65790,390.7|400.2
65791,468.6|324.9
65792,251.4|237.0
65793,257.5|586.3
65794,281.0|283.4
65795,374.6|584.2
65796,388.9|356.6
65797,357.4|383.9
65798,523.6|535.6
65799,432.5|429.2
65800,446.1|471.5
65801,286.4|530.9
65802,257.8|280.5
65803,334.4|327.1
65804,274.9|380.6
65805,524.3|540.3
65806,338.0|409.1
65807,588.7|358.3
65808,335.0|227.9
65809,240.9|388.9
65810,347.6|509.4
65811,424.1|555.6
65812,578.8|386.9
65813,344.5|501.0
65814,404.7|210.1
65815,545.7|270.8
65816,540.3|235.9
65817,588.1|480.0
65818,335.6|406.6
65819,486.9|344.2
65820,263.1|523.6
65821,410.4|207.2
65822,584.0|510.7
65823,347.7|246.6
65824,253.4|260.0
65825,246.7|304.9
65826,401.3|492.9
65827,241.3|557.9
65828,546.7|291.2
65829,552.2|304.9
65830,385.8|292.2
65831,560.5|592.0
65832,584.2|450.5
65833,444.4|326.8
65834,387.0|290.4
65835,281.6|575.5
65836,270.1|376.7
65837,355.7|278.1
65838,290.9|487.4
65839,401.3|547.0
65840,511.1|453.6
65841,576.5|365.6
65842,253.9|384.8
65843,263.2|413.3
65844,395.6|550.7
65845,442.0|507.2
65846,375.3|558.8
65847,253.7|503.5
65848,285.6|584.5
65849,267.1|584.1
65850,220.4|313.4
65851,442.2|592.2
65852,303.8|432.2
65853,475.1|340.6
65854,228.9|321.8
65855,453.8|208.7
65856,254.5|210.1
65857,441.2|398.4
65858,288.0|453.8
65859,544.2|449.1
65860,340.2|542.5
65861,280.5|574.0
65862,306.9|414.7
65863,528.2|489.6
65864,582.7|380.5
65865,537.5|419.5
65866,260.4|244.0
65867,468.2|253.4
65868,534.7|434.4
65869,289.4|564.0
65870,532.6|519.6
65871,506.2|490.4
65872,583.1|361.4
65873,555.9|263.2
65874,579.8|535.9
65875,473.0|354.6
65876,405.8|220.3
65877,384.8|452.2
65878,250.0|585.4
65879,285.6|439.2
65880,558.1|426.1
65881,366.5|279.6
65882,365.2|366.4
65883,242.9|433.6
65884,565.5|240.2
65885,476.6|251.4
65886,242.7|460.4
65887,482.2|354.6
65888,227.3|575.8
65889,424.6|295.5
65890,458.5|445.0
65891,439.5|444.1
65892,230.6|231.0
65893,341.3|237.3
65894,337.4|347.5
65895,231.3|250.4
65896,310.4|387.0
65897,519.3|503.4
65898,476.8|357.7
65899,558.5|594.4
65900,464.2|448.6
65901,385.2|482.2
65902,432.8|293.6
65903,432.7|460.4
65904,385.7|355.1
65905,444.7|595.7
65906,581.1|243.1
65907,515.8|539.1
65908,263.1|458.6
65909,285.0|443.7
65910,300.0|395.6
65911,252.5|475.1
65912,389.6|480.1
65913,469.5|407.4
65914,575.4|356.8
65915,300.5|428.0
65916,366.4|299.5
65917,365.1|285.2
65918,386.0|288.0
65919,511.3|454.4
65920,467.3|470.9
65921,550.3|306.8
65922,463.0|575.5
65923,394.9|333.3
65924,254.6|320.8
65925,289.0|532.2
65926,239.4|337.8
65927,435.8|247.2
65928,233.4|498.4
65929,269.1|433.3
65930,387.0|479.0
65931,472.8|247.9
65932,280.6|264.8
65933,262.8|237.5
65934,374.1|220.4
65935,229.6|248.4
65936,228.4|280.8
65937,464.5|388.8
65938,593.8|537.5
65939,520.2|455.5
65940,428.4|448.6
65941,528.6|331.1
65942,390.6|509.5
65943,566.9|239.0
65944,446.9|585.6
65945,419.2|504.4
65946,348.9|462.1
65947,428.3|550.6
65948,393.6|474.3
65949,259.5|410.3
65950,569.6|498.8
65951,454.9|488.9
65952,553.7|553.2
65953,510.4|460.3
65954,338.6|234.8
65955,571.8|476.3
65956,447.2|447.4
65957,451.3|316.0
65958,212.1|239.0
65959,400.8|248.4
65960,282.3|248.3
65961,297.0|405.8
65962,347.2|404.5
65963,247.5|494.9
65964,391.5|216.3
65965,223.1|469.7
65966,349.8|288.7
65967,352.2|439.8
65968,464.0|562.9
65969,436.7|430.5
65970,470.3|263.1
65971,426.1|249.3
65972,367.6|587.3
65973,419.6|556.4
65974,292.8|456.2
65975,470.3|507.8
65976,433.0|479.3
65977,516.6|453.2
65978,291.0|390.7
65979,263.9|226.2
65980,563.0|421.5
65981,256.6|282.3
65982,528.5|544.2
65983,517.2|534.3
65984,332.5|328.9
65985,280.3|244.3
65986,385.8|420.3
65987,216.3|301.1
65988,369.4|215.0
65989,266.2|467.8
65990,230.0|226.5
65991,238.9|215.1
65992,580.5|467.7
65993,519.3|445.7
65994,259.1|549.5
65995,458.9|590.4
65996,204.5|336.0
65997,332.3|219.1
65998,457.0|390.0
65999,436.5|491.9
66000,240.1|582.8
66001,508.9|454.2
66002,270.7|274.3
66003,482.1|274.4
66004,221.4|587.8
66005,440.3|351.9
66006,240.6|483.5
66007,445.0|530.4
66008,398.3|590.1
66009,469.1|449.0
66010,244.2|482.9
66011,359.3|256.0
66012,548.9|401.1
66013,211.2|502.8
66014,210.9|242.1
66015,352.0|436.3
66016,464.5|400.6
66017,222.5|254.2
66018,471.0|365.0
66019,503.3|440.2
66020,592.0|413.6
66021,403.5|512.1
66022,361.8|288.0
66023,273.6|272.0
66024,544.6|234.9
66025,405.1|515.4
66026,591.1|301.0
66027,470.9|224.9
66028,537.7|422.6
66029,435.9|423.7
66030,236.7|245.4
66031,364.8|268.1
66032,467.6|432.1
66033,428.7|457.5
66034,467.0|340.9
66035,479.7|365.1
66036,207.1|241.6
66037,523.6|578.8
66038,224.1|595.7
66039,460.9|512.4
66040,401.4|403.5
66041,379.0|255.5
66042,451.3|540.7
66043,557.3|557.4
66044,211.9|389.0
66045,401.6|250.7
66046,594.1|280.2
66047,534.6|299.1
66048,422.2|590.5
66049,485.9|490.0
66050,578.1|455.3
66051,233.4|341.2
66052,529.9|543.2
66053,218.1|475.0
66054,400.7|402.2
66055,568.3|478.4
66056,474.1|263.6
66057,419.4|505.1
66058,476.2|456.5
66059,460.5|348.6
66060,382.8|369.1
66061,407.4|363.5
66062,356.6|285.5
66063,462.6|213.6
66064,515.5|450.1
66065,286.4|479.0
66066,463.4|229.9
66067,272.9|279.4
66068,447.2|589.5
66069,478.1|338.3
66070,213.7|286.9
66071,593.0|308.1
66072,377.9|394.3
66073,336.9|226.2
66074,450.3|246.8
66075,457.3|468.8
66076,204.9|536.7
66077,561.9|494.7
66078,206.3|283.7
66079,570.7|477.6
66080,473.7|431.3
66081,390.1|578.9
66082,357.8|500.9
66083,366.4|238.3
66084,536.1|319.6
66085,354.9|215.0
66086,593.4|334.9
66087,472.9|473.3
66088,276.2|356.7
66089,408.5|469.7
66090,524.7|522.8
66091,255.4|566.3
66092,433.9|394.9
66093,590.1|567.4
66094,415.3|408.8
66095,351.8|383.9
66096,543.4|300.6
66097,288.5|503.7
66098,424.3|345.5
66099,425.7|493.3
66100,586.5|355.0
66101,437.3|441.4
66102,557.9|368.7
66103,468.6|360.8
66104,350.5|206.5
66105,307.6|319.2
66106,253.3|309.6
66107,416.1|514.4
66108,389.8|296.5
66109,262.4|293.3
66110,259.8|424.5
66111,475.6|370.6
66112,555.2|569.8
66113,257.1|570.1
66114,519.8|496.6
66115,409.9|583.8
66116,596.3|415.3
66117,550.1|526.0
66118,221.2|497.5
66119,396.7|476.9
66120,213.8|577.2
66121,407.6|591.3
66122,377.7|527.8
66123,361.2|324.8
66124,361.2|217.7
66125,409.1|341.5
66126,429.2|534.0
66127,359.1|463.4
66128,414.5|378.1
66129,253.3|557.1
66130,251.3|590.6
66131,368.8|388.7
66132,446.9|541.8
66133,584.9|486.5
66134,526.7|352.4
66135,260.5|338.3
66136,437.0|522.3
66137,466.2|547.5
66138,266.2|418.0
66139,594.1|521.6
66140,594.5|560.6
66141,549.8|578.1
66142,255.6|437.5
66143,374.7|227.1
66144,261.7|466.0
66145,526.4|425.2
66146,447.0|399.3
66147,431.7|265.2
66148,261.9|209.4
66149,249.0|380.7
66150,557.5|477.4
66151,223.2|309.5
66152,223.6|312.5
66153,317.4|409.4
66154,437.8|492.8
66155,391.8|479.2
66156,384.5|477.6
66157,379.1|279.0
66158,212.6|205.2
66159,282.4|372.5
66160,357.6|455.8
66161,210.5|581.5
66162,439.6|402.5
66163,303.9|419.3
66164,547.8|232.4
66165,404.6|371.0
66166,350.8|431.0
66167,583.3|488.0
66168,275.1|360.5
66169,530.4|347.5
66170,564.5|461.9
66171,451.4|242.9
66172,421.6|469.6
66173,572.0|434.6
66174,400.6|494.5
66175,341.1|508.6
66176,509.8|453.8
66177,411.1|389.3
66178,414.3|322.2
66179,377.1|365.0
66180,410.2|455.2
66181,521.6|522.9
66182,365.2|494.3
66183,208.8|488.9
66184,257.3|556.6
66185,453.4|316.5
66186,363.6|443.6
66187,386.3|274.8
66188,555.6|247.0
66189,418.4|493.0
66190,405.9|328.2
66191,301.2|320.2
66192,378.7|267.4
66193,508.8|527.4
66194,276.1|335.2
66195,352.9|482.5
66196,568.4|295.9
66197,412.3|279.4
66198,452.6|396.4
66199,576.3|576.6
66200,468.3|214.7
66201,214.9|591.7
66202,317.6|355.6
66203,281.6|333.5
66204,542.6|525.4
66205,542.1|545.1
66206,590.2|346.0
66207,540.5|431.4
66208,253.0|501.4
66209,262.5|533.6
66210,582.3|406.0
66211,392.5|237.2
66212,389.3|591.3
66213,451.6|434.6
66214,586.3|381.5
66215,533.6|553.5
66216,572.3|304.2
66217,537.5|481.5
66218,274.1|233.9
66219,530.8|345.3
66220,589.8|465.7
66221,378.1|287.1
66222,272.0|420.1
66223,218.0|302.9
66224,252.0|487.5
66225,441.2|231.4
66226,591.9|453.5
66227,221.6|531.6
66228,387.1|588.2
66229,412.5|290.8
66230,365.4|456.0
66231,593.5|236.2
66232,521.1|559.7
66233,587.0|217.2
66234,473.1|464.6
66235,520.3|436.9
66236,585.4|557.7
66237,461.1|303.2
66238,366.3|229.7
66239,416.8|282.1
66240,411.8|213.1
66241,234.0|575.5
66242,252.5|567.0
66243,356.5|211.5
66244,470.1|348.3
66245,587.8|401.9
66246,501.6|243.6
66247,484.7|328.5
66248,278.6|568.4
66249,595.6|302.7
66250,393.3|595.2
66251,577.4|546.6
66252,409.8|363.1
66253,418.4|500.2
66254,434.2|504.7
66255,257.1|408.4
66256,420.3|489.8
66257,358.3|443.5
66258,535.0|522.0
66259,586.5|454.9
66260,206.1|521.7
66261,485.4|319.1
66262,542.3|325.9
66263,256.0|378.2
66264,258.0|481.9
66265,346.0|241.2
66266,415.1|579.3
66267,255.9|565.7
66268,302.7|395.7
66269,462.3|328.9
66270,477.2|287.9
66271,364.7|276.2
66272,521.7|446.1
66273,227.0|503.2
66274,580.1|546.1
66275,536.3|294.9
66276,420.0|390.8
66277,585.4|509.1
66278,542.0|307.1
66279,466.9|221.3
66280,480.3|290.6
66281,353.1|336.8
66282,515.3|444.6
66283,413.1|568.9
66284,371.6|211.6
66285,541.7|589.7
